clothing_id,dominant_colours,texture_variance,brightness,vertical_symmetry,horizontal_symmetry
shirt_14,"[['#484229', 0.22972506025638292], ['#342E16', 0.21263997611074376], ['#5E583F', 0.19799074291320948], ['#756F58', 0.1816308683318047], ['#8C8770', 0.17801335238785915]]",3646.041986055775,0.4311043322086334,0.848944431372549,0.842987568627451
shirt_1,"[['#FAFAFA', 0.7495476293200595], ['#F2F1F2', 0.12961949347362728], ['#E7E3E5', 0.053495650158088257], ['#3A414F', 0.0341547912655432], ['#FA5969', 0.03318243578268177]]",1836.6460003333486,0.9215216040611267,0.8842459705882353,0.8566165980392156
shirt_2,"[['#25303A', 0.2756943800599947], ['#3A3C44', 0.23578266734058492], ['#29394D', 0.2105914829092932], ['#4B4956', 0.15375505064854664], ['#18222B', 0.12417641904158055]]",1149.5869970540323,0.24944955110549927,0.9571935980392158,0.9126764411764706
shirt_3,"[['#94918B', 0.20706246020498284], ['#A8A5A0', 0.2062306159755171], ['#807C77', 0.20537309754143818], ['#6B6762', 0.19071312670733462], ['#BDBAB6', 0.1906206995707273]]",3372.761312381332,0.529110312461853,0.8803405980392157,0.8430437352941177
shirt_4,"[['#A39B88', 0.3122765520183024], ['#ABA38F', 0.29123657373298695], ['#9B9380', 0.18616076621815503], ['#B5AD97', 0.14492225367404707], ['#908471', 0.06540385435650858]]",517.5719782613465,0.6156208515167236,0.9238173039215686,0.8772255588235295
shirt_5,"[['#2F414B', 0.3323875584989552], ['#3F4B54', 0.2376743285555014], ['#25363F', 0.1760175980879771], ['#55555A', 0.13444578707381716], ['#423D3F', 0.11947472778374914]]",783.9807995721465,0.2757793068885803,0.9585137352941175,0.9287738137254902
shirt_6,"[['#0D1534', 0.44674314602372156], ['#2B2935', 0.2081911866084528], ['#3BF050', 0.15221041839746877], ['#060C11', 0.13472504551641243], ['#396557', 0.058130203453944464]]",5436.666560389284,0.2855430841445923,0.8855601960784314,0.8508820196078432
shirt_7,"[['#A63E90', 0.30785421304256433], ['#AD489A', 0.3018417407333545], ['#BA3E9C', 0.20928847470234085], ['#B753A7', 0.13580749308740858], ['#81A9F5', 0.04520807843433173]]",525.8376415021042,0.5267332792282104,0.9580775294117647,0.9135639607843137
shirt_8,"[['#FBBA06', 0.31489443849704285], ['#FBCF14', 0.23858245146042834], ['#FBB623', 0.23029606360014743], ['#FAC53E', 0.13966351356885043], ['#F99509', 0.07656353287353095]]",591.9335721335776,0.6016120314598083,0.9248643235294118,0.9101486568627452
shirt_9,"[['#624D54', 0.24999007266806972], ['#5B454C', 0.24733947504268752], ['#68545B', 0.19700128393492966], ['#543F46', 0.18101166130590743], ['#705C65', 0.12465750704840567]]",299.6340355685014,0.33946532011032104,0.953617205882353,0.9392828333333333
shoes_1,"[['#788079', 0.4079786265104135], ['#91938A', 0.17684235027425263], ['#6A6961', 0.16447062157184206], ['#554C43', 0.13037120246118972], ['#F6F7EC', 0.12033719918230211]]",3630.940328131283,0.5046283602714539,0.8411328235294118,0.7586473921568627
shoes_2,"[['#74503A', 0.2501910631910577], ['#FAFAF2', 0.21862027634060383], ['#5C3B2A', 0.19555523788054566], ['#88674F', 0.18214507606789204], ['#9D7E66', 0.15348834651990081]]",4748.964526281047,0.5374135971069336,0.8309930588235295,0.8129279019607843
shoes_3,"[['#001132', 0.26494346472787006], ['#04395D', 0.24180670210134816], ['#042545', 0.21367206275578535], ['#084B73', 0.16050137429943395], ['#000318', 0.11907639611556248]]",3128.765583233266,0.23329336941242218,0.9241167450980392,0.8877476078431372
shoes_4,"[['#393B42', 0.2829070311977343], ['#24252B', 0.2715875387462926], ['#150E11', 0.1585843944428339], ['#5E4948', 0.1471221818344], ['#4D2B21', 0.13979885377873916]]",1960.6039018834301,0.26835498213768005,0.9089822843137255,0.8983967549019608
